,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
33,,我注意到书桌的旁边是一个展览柜，上面放着各种稀奇古怪的小玩意儿——与这个复古风格的书房显得格格不入，还有一些老照片。,,,,,
34,,从小老爸就不许我进入这个房间，我也不知道为什么，只是遵守他的规定。于是乎，这个房间成了我唯一陌生的地方。,,,,,
35,老爸,坐在这里吧,,,,,
36,,老爸从桌底掏出一副棋盘，又用抹布擦了擦——看上去确实有些年头。接着又不慌不忙地摆上棋子，泡上一壶茶。,,,,,
37,,你会下象棋的吧,,,,,
38,,会一点,,,,,
39,,小时候在山镇里和村口的老头学过一点，虽然随着时间的流逝各种棋谱都忘得差不多了，不过最基本的走法还是会的。,,,,,
40,,下赢我,,,,,
41,,于是我们开始在棋盘上博弈。,,,,,
42,,不到十分钟，我便败下阵来。,,,,,
43,,看了眼棋盘，我的攻势对老爸没有半点威胁。,,,,,
44,,什么时候能够赢了我再说你跟岚的事情吧,,,,,
45,岚,下次再来时，希望你的技术有长进,,,,,
46,,老爸抿了一口茶，开始收拾棋盘。,,,,,
47,,我选的是工科的某个专业，课程是出了名的多和难。即便如此，我还是尽量地挤出时间陪在岚的身旁。,,,,,
48,,月你觉得毕业了你会做什么？,,,,,
49,,拧螺丝？,,,,,
50,,学这么难就是为了拧螺丝？,,,,,
51,,或许吧,,,,,
52,,房间里，岚无所事事的翻起我的教材。,,,,,
53,,你觉得你会干什么,,,,,
54,,心理老师？,,,,,
55,,我从满是公式的书中抬起头，望向岚。,,,,,
56,,岚学的是心理学，不管怎么说，我的心理倒是被她拿捏的死死的。,,,,,
57,岚,晚上去哪里吃？,,,,,
58,,想吃你做的菜了,,,,,
59,,真的？,,,,,
60,,更想吃你,,,,,
61,,阿月真是的,,,,,
62,,每当这个时候，岚的脸上都会泛起一层红晕，然后用那小拳头轻捶着我的手臂——有点像按摩的力度。,,,,,
63,,春去秋来，,,,,,
64,,四季轮回。,,,,,
65,,转瞬间，我们来到了大四，即将迈入社会。,,,,,
66,,这段时间，我们都在忙着准备找工作。岚的简历投了一份又一份，却始终不见回信——如同将石头投入大海一般，掀不起波澜。,,,,,
67,,每次回家的时候，我都能看见岚戴着那洁白的围巾，为我烹饪好美味的饭菜。,,,,,
68,,老婆，我回来了——,,,,,
69,,有点恶心。,,,,,
70,,对于我来说，有酒吧舞的学历这块敲门砖，找到一份好的工作并不是什么难事。,,,,,
71,,听说你在大学期间参加过这方面的竞赛，我们公司很看中你在这方面的经历，不过……,,,,,
72,,面试官顿了顿，最终还是说了出了。,,,,,
73,岚,您似乎有个女朋友，这可是个难事,,,,,
74,,于是我放弃了那些待遇优渥的工作，进入到了一个中等规模的公司——待遇跟那些比起来不算很好，但我能有时间陪在岚的身边，这对我来说就足够了。,,,,,
75,,大学毕业的时候，我和岚站在一起，拍了和其他同学在一起的毕业照。我牵着岚的手，在陌生的人群中傻傻地笑着。,,,,,
76,岚,起来——,,,,,
77,,该起床啦——,,,,,
78,,美好的清晨，却要起床工作，我感到一丝痛苦。,,,,,
79,,旁边岚已经穿好了衣服，画好了妆，做着出门的准备,,,,,
80,,你找到工作了？,,,,,
81,,不要把我看扁了啊！,,,,,
82,,她叉腰，神气地看着我。,,,,,
83,,看着岚那身成熟的衣装，我不由得感叹原来我们都已经长这么大了。,,,,,
84,,当然，陪伴彼此的时间也更长了。,,,,,
85,,我穿上衣服，在她唇边轻轻一吻。,,,,,
86,,爱你哦,,,,,
87,,她歪过头，似笑非笑地望着我。,,,,,
88,,然后轻轻地将我抱住，呼气如兰。,,,,,
89,,日子就这样一天天的过去，平淡如水。,,,,,
90,,我工作也不算很累，自然工资也不算特别高，只能说日子在能过得下去的基础上偶尔能支持我们进行几次高档消费。不过我们倒是很满足现状，有挚爱之人陪伴在身旁，每一天都是幸福的。,,,,,
91,,偶然的一次，我们谈起了结婚的事情，说起来我已经好久没回过老家了。,,,,,
92,,我还没跟我爸妈说找对象的事情呢,,,,,
93,,我爸那边，不太好搞定,,,,,
94,,过些日子我们回去跟我爸妈谈谈吧,,,,,
95,,我爸那边，我会想办法的,,,,,
96,,我们蜗居在辛苦打拼买下的小屋里，开始幻想起婚后的生活。,,,,,
