,Name,Dialog,Character_1,Character_2,Character_3,Background,BackgroundSound,ConversationalVoice
17,,一如从前。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
18,,月，起床啦,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
19,,我揉了揉惺忪的睡眼，看了眼时间——早上七点。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
20,,岚，现在还是假期，可以多睡会儿的。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
21,,同居的第一个星期，新鲜感便被岚的唠叨冲淡。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
22,,习惯性地打开冰箱，却发现我的可乐和汉堡都不翼而飞，取而代之的是蔬菜鱼肉。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
23,,我自认为我之前的饮食还是挺健康的……,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
24,,不知从什么时候开始，岚喜欢上了做饭，不过她自己倒是吃的很少，而且喜欢在我吃的时候托着下巴看着我，露出满足的微笑。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
25,,怎么感觉这么像老夫老妻。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
26,,然后就是衣物的换洗，每天晚上十点，岚都会催促着我去洗澡，然后她好洗掉换下来的衣物。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
27,,我说岚啊，都到大城市了，不用担心因为忘记烧水而没有热水洗澡的问题的。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
28,,而且洗衣服可以用洗衣机的。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
29,,岚并不是和我考的同一所高中，虽然那个时候她发挥超常，最后也才擦边进了一所普通高中。好在两个学校离得并不远，只隔了两个街区。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
30,,由于我们不是在同一所学校，于是在假期的最后两天，我带着岚熟悉了一下附近，顺便让她感受一下大城市的气息。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
31,,应该能记住从学校回来的路了吧,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
32,,月你太小看我了,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
33,岚,这不是以防万一嘛,"(CharacterId=""Lan"",CurrentSprite=Texture2D'/Game/Assets/VerticalPainting/Lan/arashi_pose01_relaxed_base_noface.arashi_pose01_relaxed_base_noface',Face=None,Position=Inherit,Transition=Inherit,bKeepPrevious=True,bHide=False,bMirror=False,ZOrder=0)",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/Audio/ConversationalVoice/059_这不是以防万一嘛.059_这不是以防万一嘛
34,,夜晚，我和岚并排走在宽阔的大道上，吹着从高楼的间隙中飘过来的夜风，谈论着大城市和小山镇的区别。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
35,,一旁的岚鼓着腮帮子，做出一副生气的样子，让人忍不住想要戳一戳。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
36,,原来大城市真的有好多高楼,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
37,,我没骗你吧,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
38,,也真的有好多车,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
39,,也有好多人,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
40,,……,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
41,,听着汽车的呼啸声，岚开始感叹起大城市。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
42,,说起来在这种环境中月你还能不动心，真不错,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
43,,岚，还没开学怎么就有一种要跑路的迹象啊。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
44,,不过我也不会就是了,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
45,,岚轻跳过来，一把环住我的手臂。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
46,,果然还是最喜欢你啦～,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
47,,看起来岚偶尔也会有小恶魔的一面。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
48,,难得的秋日，我躺着沙发上，手捧一本小说，品着老爸出差带回来的咖啡，享受着温暖的阳光，岚则在一边洗着衣服。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
49,,彩色的肥皂泡在空中飞舞，越过窗沿，飞向碧蓝的天空。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
50,,还没有来电吗？,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
51,,我摇摇头，表现出无奈。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
52,,还没，来电了我叫你,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
53,,那好吧,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
54,,不经意间，我的视线转移到了彩色的肥皂泡上，然后又渐渐地转向了坐在板凳上的岚。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
55,,明明我之前还是那么的好动，现在却能坐着看某个事物半小时。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
56,,起来啦——,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
57,,熟悉的声音从耳边传来，不知何时岚已经到了我的身旁——我发呆居然能到这种程度。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
58,,岚似乎是想趁着天晴洗一下沙发的垫单，而我似乎已经把这里当成了第二个床，不是很想从上面下来。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
59,,于是我们开始了僵持。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
60,,你——快——给——我——起——来——,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
61,,我与沙发已经融为一体,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
62,,气急败坏地笑着怒骂道，而我则是找各种理由继续窝在上面。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
63,,突然，岚毫无征兆地开始笑起来，不知为何，我的背后冒出一身冷汗。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
64,,接着岚一个飞扑落到我的身上，用带着肥皂泡的玉指开始挠我的痒痒。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
65,,面对岚的这番攻势，我自然是不甘示弱的。从年龄上来看，我尚且还算是个大哥，岂能落于下风。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
66,,我也开始上下其手，挠起岚的痒痒。于是我们笑的如两只鸡一样，,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
67,,我终归是累了下来，便停下了嬉闹，躺在沙发上。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
68,,沙发不大，只能能刚好容下一人躺在上面。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
69,,岚则在一旁哼哼地穿着粗气，看着躺在沙发上的我，然后一屁股坐了下去。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
70,,生命不能承受之重。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
71,,你是不是又重了,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
72,,你～说～什～么～,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
73,,啊啊啊，你最轻了，最轻了！,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
74,,腹黑的岚，真是可怕。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
75,,于是我往外挪了挪，勉强腾出一个能让岚躺下的位置。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
76,,岚撩起耳边的长发，俯下身，轻轻地躺在了我的旁边。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
77,,好挤,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
78,,沙发不大嘛,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
79,,楼下时不时传来几声汽车的鸣笛声，我们只是在这个寂静的时刻悠闲地躺着，感受着这美好的时光，任凭外界的时间流逝。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
80,岚,月，你休息好了吗？,"(CharacterId=""Lan"",CurrentSprite=Texture2D'/Game/Assets/VerticalPainting/Lan/arashi_pose01_relaxed_base_noface.arashi_pose01_relaxed_base_noface',Face=None,Position=Inherit,Transition=Inherit,bKeepPrevious=True,bHide=False,bMirror=False,ZOrder=0)",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/Audio/ConversationalVoice/060_月，你休息好了吗？.060_月，你休息好了吗？
81,,岚突然打破了着宁静的氛围，轻轻问道。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
82,岚,嗯,"(CharacterId=""Lan"",CurrentSprite=Texture2D'/Game/Assets/VerticalPainting/Lan/arashi_pose01_relaxed_base_noface.arashi_pose01_relaxed_base_noface',Face=None,Position=Inherit,Transition=Inherit,bKeepPrevious=True,bHide=False,bMirror=False,ZOrder=0)",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/Audio/ConversationalVoice/061_嗯.061_嗯
83,,于是我在沙发上听到的最后一句话是：,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
84,,既然休息好了那就给我起来啊啊啊！,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
85,,接着我就猝不及防地被内侧的岚一脚踹下了沙发。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
86,,ade，我的沙发，我会想念你的。   清晨我们一起牵着手上学，直到路口分开，互相道着平安。傍晚我们又不约而同地在路口相遇，分享着学校的趣事，迎着夕阳回家。 清晨我们一起牵着手上学，直到路口分开，互相道着平安。傍晚我们又不约而同地在路口相遇，分享着学校的趣事，迎着夕阳回家。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
87,月,说起来，有人经常看到你和一个美少女上下学，是真的吗？,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
88,,午饭时分，我的基友好奇地问道。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
89,,中考的时候，基友凭借着逆天的运气，蒙的题目几乎全对，最终上了这所全市第一梯队的学校，而且又和我分到了一个班。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
90,,自然而然地，他又成了我唯一可以经常交流的同学。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
91,,你觉得是，那就是,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
92,,我夹起一块做的牛肉送入嘴中，是岚昨晚做的。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
93,,做的真是好吃。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
94,,什么叫我觉得是啊！喂喂，果然是真的吧！,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
95,,牛肉味道不错，尝尝,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
96,,那我觉得不是的话，你是不是能介绍给我认识一下,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
97,,现在是了,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
98,,你小子，背着我偷偷吃肉是吧，还是上好的肉,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
99,,基友抱着头，不甘地说道他的神情，略微的能看出有点痛苦。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
100,,我抬头望向窗外，那是岚的学校的方向。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
101,,此时的岚，在干什么呢，也在这样被八卦吗。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
102,,为什么会这样啊！,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
103,,基友痛苦的声音从耳边传来。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
104,,放学后，我们相遇在相同的路口。学渣岚开始抱怨学习上的问题，最后居然抱起头来，胡乱的窜着。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
105,,这就是旁人眼中的美少女吗？,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
106,,天蓝色的外套，刚好包裹住可以刚好握住的丰满；洁白的脖颈上，戴着的银色项链则更添了几分成熟；稚嫩的脸庞，雪里透红的皮肤，还有那甜甜的心动，确实很难不让人心动。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
107,,看着抱怨的岚，我竟觉得有些可爱。不，岚本来就很可爱，世界第一可爱。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
108,,抬头望向橙色的云，我如此想着。,,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
