,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
20,月,不远，就在附近街道，我打包票,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
21,,我拍拍胸脯，做出保证。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
22,,不等少女反应的时间，我便拉起她细嫩的小手小跑着出门。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
23,,小卖部不大，跟大城市里的超市完全无法比，但总归还是能够满足人们的日常需求。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
24,,我掏出老爸发的零花钱，豪横地拿了两根巧乐兹，要知道对于那时的我来说，能吃上巧乐兹已是一件非常值得炫耀的事。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
25,,回去的路上，我推着车，嘴里叼着冰棍。而岚坐在后座上，一边用粉嫩的舌头来回舔着巧克力外壳，一边晃悠着小脚。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
26,,烈日下，我忽的发现这里居然有一家书屋——说是书屋，其实里面也会买一些漫画和影碟，虽然我不指望它们是正版，但总归能够打发一些时间。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
27,,推开老式的木门，一股年代感扑面而来，我带着岚走进里面，找到自己喜欢的书看了起来。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
28,,"我喜欢叫店老板阿sir，因为他特别喜欢看港片中的警匪剧，而且他比较喜欢跟小孩子玩，只不过比较沉默寡言。有时候看着他的背影，能够给我一种""守望者""的感觉。",,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
29,,阿sir养了一只猫，我有事没事就喜欢摸它。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
30,,别乱摸，到时候它抓你的,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
31,阿sir,就摸一下，没事的,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
32,,阿sir放下猫粮，叹了口气，似乎有些无奈。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
33,,而岚常常待在最里面，躲在木质的书柜后，感受着楠木的气息，翻阅着喜欢的书本。,,,/Game/Assets/Background/Generated4K/05_memoriesoff1_fix_v2.05_memoriesoff1_fix_v2,,
34,,"清风悄悄地走进屋内，奏响了门口的风铃，拂起少女的马尾。  ""蛙趣，暑假怎么就剩三天了""",,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
35,,看着日历，我不禁表示惊讶。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
36,,岚今天穿着新衣——一身无袖连衣裙，可以看见那白里透红的双肩。长发散在身后，小脚盘在一起，看上去十分乖巧——事实上也确实很乖巧。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
37,岚,月，有个问题,/Game/Assets/Audio/ConversationalVoice/033_月，有个问题.033_月，有个问题,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/思考表情png.思考表情png
38,,你说,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
39,,暑假作业，你做了吗？,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
40,,……！,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
41,,来做作业吧,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
42,,原来你也没做,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
43,,她笑笑，如三月花开。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
44,,时间过得好快，暑假不经意就要过去了,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
45,,……我还会来的,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
46,,那就好,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
47,,于是我们在一张桌子上，一起补着令人头疼的暑假作业。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
48,,老爸从池塘边回来，提着一条鱼，忽的想起什么。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
49,老爸,听说镇上有个什么东西修好了，晚上会有烟花看，有时间你可以带小岚去看看,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
50,,我从暑假作业中抬起头，有些不解的望着老爸。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
51,老爸,老爸啊，我去看烟花了暑假作业这块儿谁给我补啊！,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
52,,岚因为先前做过了一些作业，已经摆脱了暑假作业的魔爪，正在一旁看着小说。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
53,岚,错过了这次就难有下次了,/Game/Assets/Audio/ConversationalVoice/034_错过了这次就难有下次了.034_错过了这次就难有下次了,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/默认png.默认png
54,,暑假作业……,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
55,,人生有几个第一次呢，又能陪一个人多久呢？,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
56,,面对老爸的甜言蜜语，我终于心动了。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
57,,彼时的我，还不清楚老爸话中的意思。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
58,,到了晚上，我骑着那辆二八大杠，停在岚的家门口。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
59,,岚穿的是我第一次来的那一身——轻飘飘的白色纱裙，有些可爱的白色凉鞋，梳着一头马尾，手腕上戴着用彩色石头编制而成的手链。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
60,,我拍了拍后座，岚便轻跳上来。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
61,,熟悉的气味从背后传来，,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
62,,这是令人安心的气味。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
63,,单车疾驰在山间小路上，夕阳在我身后下沉，风景被速度渐渐模糊，在穿过一片树林后，视野开阔了起来，广阔大地就在脚下，世间万物尽收眼底。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
64,,我拉起岚的手，走进人群中。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
65,,我们吃了炒面，玩了套圈，打了气球，还看了歌舞表演，最后我将玩游戏中得到的项链转身送给了岚。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
66,,突然天空中传来一声巨响，那时烟花开始的前奏。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
67,,接着各式各样的烟花在夜空中炸开，蓝色的，绿色的，红色的……,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
68,,越来越多的光芒照亮了夜空，盛开在少女的眼瞳中。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
69,,接着我们一路向上，避开人流，到了半山腰上。在这里，城镇和烟花都尽收眼底。我掏出手机拍着照片，不经意的，我的镜头移向了少女，结果便有了这样一张照片：,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
70,,少女望着天空，十指相扣，像是在许下什么愿望。天空中炸开的烟花照亮了大地，也照亮了少女。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
71,,微风卷动着少女洁白的裙摆，皎月照耀着少女银白的项链，而少女则更为闪耀，万物只是她的陪衬。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
72,,她转过身，歪着头，笑如花开。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
73,,时间静止吧，你是多么美丽。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
74,,不幸的是，下山的时候岚的脚好像崴了，可能是那双凉鞋有些不合脚的缘故，于是我们之后在一块石头上坐下休息。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
75,,习惯性的脱下岚的鞋，轻柔着她的脚踝，却忽然想起这不是我自己的脚。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
76,,我握住那双柔嫩的脚，用手轻轻地在扭伤处按压着。稍稍用力，岚就会发出轻哼声，然后满脸通红。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
77,,没办法，我只好背着岚下山。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
78,,于是山路上，我慢慢地挪动着步伐。少女靠着我的身后，轻晃着小脚丫。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
79,,大城市里真的很繁华吗？,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
80,,看着山下的城镇，她突然问道。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
81,,真的,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
82,,那很远吗,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
83,,坐车就能到,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
84,,找不到怎么办,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
85,,不会的……,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
86,,那我能去吗,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
87,,一定能的,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
88,,烟花在头顶上盛开着，我们也仍在嬉闹着，这一年的暑假，就这样过去了。,,,/Game/Assets/Background/Generated4K/06_memoriesoff1_fix_v2.06_memoriesoff1_fix_v2,,
