,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
33,,回到家，脱下鞋，我闻到一股熟悉的味道——有些陌生，但令人安心。我看见餐桌上静静地上的一张纸条：,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
34,,我回家啦，秋天再见,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
35,,我将纸条收好，然后走进自己的房间，摊开书本，继续学习起来。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
36,,偶然抬头，我望着满天的繁星，想到有可能再也见不到她时，突然泪流满面。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
37,,应该，还有见面的机会的,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
38,,我开始欺骗自己。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
39,,吃饭了,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
40,,嗯,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
41,,我似乎能听见老爸的叹气声。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
42,,这一年的盛夏，蝉鸣声变得聒噪，清风变得炙热，月光变得刺眼。少女没有陪伴在我的身旁，而我在试卷中逃避着现实，苟且偷生。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
43,,偶尔我也会看向窗外，听着筷子兄弟的那首《老男孩》，回忆起以前的事情。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
44,,多年前的盛夏，我和少女一人一个耳机，听着这首歌，安静地望着繁星，然后进入梦乡。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
45,,我的世界里已经没有星空。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
46,,我的暑假，从房间里开始，在房间里结束。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
47,,一个人的身影，在房间里度过了整个盛夏。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
48,,我拒绝和同学沟通，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
49,,也拒绝和老师沟通，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
50,,甚至拒绝和父亲沟通。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
51,,我渐渐地变成了一个没有感情，只会执行程序的机器人——没有心。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
52,,我看着成绩单上的数字7——全校前十。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
53,,班级里响起热烈的掌声，台上是班主任高兴的样子。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
54,,我没有说话，也没有表现出任何表情，任凭周围的声音越来越大。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
55,,谢…谢…,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
56,,我艰难的吐出这两个字。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
57,,不知不觉间，我已经有半年多没跟她说过话，就连消息也没有发过，仿佛她从未出现在我的生活中一样。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
58,,我又一次路过岚的学校，看见她还在操场上跑着，只是没有像当时一样气喘吁吁。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
59,,这样就好，没有来信，就是一切平安。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
60,,我又一次朝着夜的深处走去。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
61,,"不知什么时候，我已经成了全校口中的""怪人""，可那又有什么关系呢。",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
62,,班级最近是不是要团建了啊,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
63,,"好像是哦，应该就这个假期初吧""""我们要不要试着邀请他",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
64,,感觉有点吓人，还是算了吧,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
65,,不知不觉，时间来到了寒假前。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
66,,我对他们的谈话并不感冒，只是靠近，他们就给我让开了路，似乎在避免沾上什么晦气一样。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
67,月,那个，好不意思……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
68,,我看见基友朝我走了过来。同样的，那件事之后我也没有跟他说过话。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
69,,我没有理会他，只是沉浸在自己的世界里。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
70,,我不应该说你分手的，我也没有资格说……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
71,,然后呢？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
72,,……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
73,,你这样，真的好吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
74,,仿佛是触动了我内心的某个开关，我一脚踢开桌子，将书本摔在地上，直勾勾地盯着他。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
75,,那你要我怎！么！办！,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
76,,我宣泄着心中的怒火，近一年的负面情绪随着我的怒吼倾泻而出。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
77,,我每刻都在学习！二十四小时一千四百四十分钟八万六千四百秒都在学！我成绩下滑的时候你们说我！我现在随你们的愿把成绩提上去了你们又要管我！你还要我怎么样！,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
78,,……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
79,,张嘴！说话！哑巴了吗！说话！！,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
80,,我的面目狰狞，恶毒的话语轰击着他。尽管我知道自己不应该这么做，但还是做了出来。许久之后，我才冷静下来。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
81,,是我太激动了，抱歉,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
82,,我扶起桌子，将书本和资料拾起，然后走了出去，任凭他站在那里。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
83,,"我变成这个歇斯底里，难以理喻的""怀胎""，只需要一个简单的契机。",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
84,,成绩，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
85,,流言，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
86,,情感，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
87,,……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
88,,我终于意识到，自己真的会失去她。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
89,,看着窗外的火烧云，听着体育场边传来的吉他声，吹着雨后的晚风，我感受到自由是多么休闲。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
90,,我的手机响了起来——它已经很久没有响过了。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
91,,急忙地打开手机查看，才发现是企鹅发过来的生日祝福：,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
92,,祝你……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
93,,我没有看完就将手机收入了口袋。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
94,,岚已经很久没有和我联系了。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
95,老爸,要不要休息休息,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
96,,饭桌上，老爸突然问道。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
97,老爸,没必要,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
98,,要不出去走走吧,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
99,,不需要,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
100,,"不要把自己逼得太紧了""  ""知道了",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
101,,我像个机器人一样，程序化一般地应付着老爸。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
102,,别跟我耍脾气了！,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
103,,……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
104,,任凭你说，我不理你就行。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
105,,我放下碗筷，转身就向房间走去。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
106,,我说，是跟岚有关吧,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
107,,老爸的这句话，让我停下脚步。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
108,,你觉得，岚喜欢的是现在的你吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
109,,我敢打赌,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
110,,让岚在你眼前离开，你都不一定敢拉住她的手,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
111,,我没有说话，只觉得有点头晕。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
112,,自己选择的就不要后悔，懦弱的男人不配拥有爱情,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
113,,老爸点了一支烟，这是非常少见的。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
114,,一阵疲惫感从头顶袭来。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
115,,有想法就去做，别被他人的眼光束缚,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
116,,老爸掐灭烟头，从嘴里吐出白烟。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
117,,眼前一黑，我倒在了客厅中。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
118,,好久都没有过这么舒服的睡眠了。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
119,,我做了一个梦，梦到最初的那个盛夏，再一次遇见了那个黑发女孩。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
120,,我就这样静静地坐着她的身边，陪她观日出，赏日落，看遍四季景。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
121,,春日消逝，夏日腐朽。被秋日的果实迷住，因为冬日的寒冷渴望某个人。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
122,,花开花落，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
123,,云卷云舒。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
124,,我真是无可救药，这个时候居然还想着她。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
125,,醒来的时候貌似是夜晚，头似乎还有点昏沉。夜风中混着泥土的味道，外面似乎刚下过雨。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
126,,环境里传来时钟声，点滴声，蝉鸣声，已经平静的呼吸声。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
127,,我自认为身体还不错，至少这次应该不是什么绝症之类的，应该只是累到了而已。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
128,,我试着挪动一下手臂，却传来熟悉的感觉。我才发现空气中有那股熟悉的气息——令人安心。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
129,,我偏过头，曾经无数次出现在回忆里的那张脸，现在就在我的眼前。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
