,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
34,,我的学校明文规定禁止早恋，但我觉得自己能钻空子躲过去。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
35,,"""我不好说，你知道学校德行的""  我沉默了。",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
36,,现在这个年纪，我觉得应该把爱埋在心底,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
37,,你想要我分手？你不是没谈过恋爱吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
38,,你承认了,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
39,,基友又一次拍了拍我的肩。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
40,,去你丫的，居然敢诈我。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
41,,于是班级里开始传来我谈恋爱的风言风语，好在我和岚不在一个学校，老师们也没有掌握实质性证据。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
42,,我也选择不去避讳这件事。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
43,,晚上，还是相遇在熟悉的十字路口，只不过沉默占据了我们的空间。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
44,,老师那边找我谈话了,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
45,,不知过了多久，岚终于打破了沉默。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
46,岚,说我这期期末考还是这个成绩，就要……,/Game/Assets/Audio/ConversationalVoice/009_说我这期期末考还是这个成绩，就要…….009_说我这期期末考还是这个成绩，就要……,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/思考表情png.思考表情png
47,,岚没有说下去，但我们都知道的。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
48,岚,还有……,/Game/Assets/Audio/ConversationalVoice/010_还有…….010_还有……,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/思考表情png.思考表情png
49,岚,他们觉得这是我谈恋爱引起的……,/Game/Assets/Audio/ConversationalVoice/011_他们觉得这是我谈恋爱引起的…….011_他们觉得这是我谈恋爱引起的……,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/思考表情png.思考表情png
50,,岚有些愁眉苦脸，但还是努力挤出一个笑容。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
51,岚,所以……,/Game/Assets/Audio/ConversationalVoice/012_所以…….012_所以……,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/思考表情png.思考表情png
52,,考虑良久后，岚停了下来，任凭路边的车辆驶过带起的风吹散她的长发。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
53,,我们暂时分手吧,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
54,,你觉得怎么样,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
55,,不知何时，我才发现岚的手悄悄地从我手中抽走了。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
56,,其实我以前也想过这种问题，学校里搞早恋的都没什么好下场，轻则停学接受思想教育，重则直接开除。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
57,,但是我想钻学校的空子，以为我们不在一个学校就难以被处理，结果就是我们被两边的学校都摆了一道。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
58,,我自然是无所谓，但岚好不容易才从山镇中走出来。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
59,,我可以为了她奋不顾身，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
60,,我可以为了她接受风言风语，,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
61,,我甚至可以为了她被学校开除。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
62,,可岚呢，我有改变的资本，而她没有。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
63,,我不能为了我自己的私欲而将岚的前途毁于一旦。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
64,,我第一次为我们的出生苦恼，如果我们出生在相同的环境，那该多好。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
65,,昏暗的路灯下，我望着她，她望着我，气氛降低到了冰点。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
66,,许久，我也没有相处答案，即使我认真思考过，我还是在心里放不下她。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
67,,嗯，我考虑一下,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
68,,我最终交上了这份模糊的答案。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
69,,于是我们的关系变得变幻莫测。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
70,,路口再也看不到那个熟悉的人，手中熟悉的温度也消散在风中。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
71,,而在家中岚也经常把自己关在房间里，晚上在我回来之前洗澡，早上比我更早地出门，似乎在刻意避免与我见面。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
72,,偶尔从她的房间路过时，我听见她在轻声细语地打电话，只不过不知道那又是谁罢了，我也没有必要知道。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
73,,一场月考过去，我的名次又退了一百名，几乎是到了全校中游水平。班主任也开始时不时地敲打我不要早恋，偶尔还提起了我的父亲。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
74,,不要在你该做什么事的年龄做不该做的事,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
75,,我连自己的选择权都没有吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
76,,这是我在办公室说过的唯一一句话。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
77,,活着世上，本就是身不由己，有时不是你想选择就能选择的,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
78,,况且你的选择，一定是正确的吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
79,,你真的不会为你的选择后悔吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
80,,我的选择，真的是正确的吗？真的是最好的吗？,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
81,老师,是……,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
82,,我说不出话，只是静静地伫在老师面前。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
83,老师,你自己好好想想吧,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
84,,我拿过了成绩单，默默地从办公室走了出去。望着碧蓝的天空，我不知在想什么。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
85,,我以为我不知道答案，其实我已经给出了答案。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
86,,我可以为她舍弃很多，但岚不能，更何况我也不忍心看着她因为我受罪。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
87,,于是我们在人生的十字路口分开，渐行渐远。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
88,,最终岚选择了住校，我们的联系又少了起来。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
89,,那天推开家门，家中空无一人，老爸自然是去出差了，而岚却不见了踪影。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
90,,我可以断定岚不在家中，因为空气中没有那股令人安心的气息。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
91,,我发现餐桌上有做好的饭菜，碗下还压着一张纸条——我走了，要照顾好自己。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
92,,我坐下，夹起一块煎蛋放入口中，还是熟悉的味道，仿佛岚就坐在对面，双手撑起头，眯起双眼，微笑地看着我。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
93,,思绪回到了多年前那个炙热的夏天，那时的我们还在一起无忧无虑地玩耍。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
94,,我完全没有想过这种展开方式，于是开始懊悔起当初自己那不成熟的想法——与她相见。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
95,,如果我们不在一个城市，亦或者没有居住在一起，或许就不会出现今天这个场面了吧。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
96,,"我不得开始感叹""距离产生美""这句话，一想到自己曾经脑子一热做出的决定，导致了不可估计的后果，我就愈发懊悔——偏偏还是自己选择了这条路。",,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
97,,我有点想吐，但一想到这是岚做的饭菜，又强忍着反胃感吃了下去。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
98,,夜晚，我坐在书桌前，看着最近几次的成绩单，陷入了沉默。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
99,,客厅里再也没有如往常一样传来电视剧的声音，取而代之的，是死一般的寂静。,,,/Game/Assets/Background/Generated4K/09_memoriesoff1_fix_v2.09_memoriesoff1_fix_v2,,
