,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
77,,我眯起眼睛，只见岚坐在我的床边，一边轻哼着歌谣，一边梳着柔顺的长发。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
78,,午后的阳光撒在她身上，空气中弥漫着洗发水的芳香——是丁香味儿的。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
79,,这边……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
80,岚,是学校附近的旅馆,/Game/Assets/Audio/ConversationalVoice/048_是学校附近的旅馆.048_是学校附近的旅馆,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/默认png.默认png
81,,岚有些尴尬地对我笑着，带有一些歉意地解释道：,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
82,岚,我父母这些天回来了，只能委屈你一下了,/Game/Assets/Audio/ConversationalVoice/049_我父母这些天回来了，只能委屈你一下了.049_我父母这些天回来了，只能委屈你一下了,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/沮丧表情png.沮丧表情png
83,,啊，嗯，好……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
84,,我扣了扣头，揉了揉头发，然后打量起这间房间来。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
85,,房间很小，进门就是一间卫生间，然后就只剩下一张能够容纳两个人的大床。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
86,,想着这两天的遭遇，能有个睡觉的地方已经很不错了。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
87,,等等，学校附近的旅馆！,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
88,,我忽的意识到什么，然后空气中变得有些尴尬。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
89,,孤男寡女共处一室，还是在这种地方，难免会有些尴尬吧，话说这真的没问题么？,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
90,,岚用嘴咬着发圈，熟练地绑好头发，接着凑到我的跟前。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
91,,纤纤玉指在我的锁骨附近划着，老实说，二人维持这种姿态有些奇怪。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
92,,不不不，这种事情还是……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
93,,想什么呢……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
94,,略带着呵斥的语气，岚将我的领子解开。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
95,,去洗个澡吧，坐一天车挺累的,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
96,,我还以为有什么福利放送,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
97,,想得美,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
98,,我拿起换洗衣物，走进浴室。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
99,,热水从我的头上淋下，再从我的身体上流走，最后落在地板上，进入到下水道。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
100,,呜～洗了澡就是舒服,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
101,,走出浴室，我用毛巾在湿漉漉的头发上来回擦着，感叹着洗热水澡的舒适。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
102,,……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
103,,四目相对。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
104,,我靠我没穿衣服！,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
105,,急忙地冲进浴室，重重地关上门。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
106,,让你难堪了,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
107,,没事，小时候不都已经看过吗,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
108,,性质不一样，我已经长大了,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
109,,你身上有好多伤疤,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
110,,毕竟我调皮嘛,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
111,,我身上的伤痕，或多或少都与这名少女有关，将我们曾经共度的时光联系在了一起。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
112,,不知不觉间，我们已经成为彼此生命中那个重要的人，有着无可替代的地位。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
113,,空气突然安静下来，接着是少女无声的啜泣。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
114,,为什么呢……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
115,,为什么是我呢……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
116,,岚将头埋进我的怀里，发泄着自己的心绪。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
117,,我没有办法为她做什么，只是静静地听她倾诉，用手一遍遍地轻抚她的后背。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
118,,我无法为她抹去泪水，,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
119,,难过的情绪仿佛要将我撕裂。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
120,,晚饭我们吃了炒饭。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
121,,老实说，不好吃，但也并不难吃，似乎只是为了让我们摄取能量而做出来的。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
122,,回去的路上，我们看见许多情侣手拉手，在路上嬉闹着。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
123,,在别人眼中，我和岚是否也像他们一样呢。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
124,,回到旅店，我们不约而同地钻进被窝，然后聊着那些早已聊过千百次的话题。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
125,,但面对眼前的人，总有说再多都不会厌倦的魔力。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
126,,被窝中，我拉起岚那双纤细的手，小小的，温暖的，牵上了就不想松开。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
127,,旅店隔音效果很差，隔壁传来一些令人心乱的声音。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
128,,岚似乎一开始就知道对面在干什么，害羞地别过脸去。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
129,,脸色如三月桃花般嫩红。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
130,,要不出去走走？,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
131,,去哪儿？,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
132,,随风而行,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
133,,街道刚下过雨，空气中还带有泥土的味道。我们互相牵着手，并排走在同一把伞下，生怕在人群中走散。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
134,,我们过了很多地方，终于在一家咖啡屋坐下。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
135,,于是我们坐在屋檐下，品尝着咖啡的醇香，谈天说地。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
136,,山风轻轻从旁边走过，不经意地掀起了岚的发丝，丁香味儿便在空气中发散开来。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
137,,后来的几天，岚白天上课，我就在那间小小的旅馆里待着。晚上我们就手牵着手，谈着各种各样的事情。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
138,,终于到了离别的时候。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
139,,那天是难得的夕阳，很美，但我觉得是因为她在我身旁夕阳才美。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
140,,我们手拉手，走在夕阳下，感受大好风光。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
141,,不经意间，我们来到了那个废弃小学。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
142,,第一次来的时候，我可是当了一次老师呢,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
143,,不过你也没怎么讲课,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
144,,爬墙虎好像越来越茂密了,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
145,,毕竟没人修剪嘛,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
146,,还记得为了抓萤火虫，我们晚上偷偷地跑出来,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
147,,结果就是第二天被大人疯狂训斥,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
148,,岚闭上双眼，仿佛在回忆那天满是萤火虫的场景。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
149,,夕阳西下。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
150,,第一次听到你对我说‘我爱你’时，那个晚上我都没睡着,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
151,,第一次和你视频通话时，我特地化了妆，还挑选了一套衣服,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
152,,第一次和你出门约会时，我特地梳妆打扮过了才出门,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
153,,她回过头，在夕阳下嫣然一笑。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
154,,我多想时间在此刻静止。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
155,,我们来到了学校后面，那里曾经是一片空地，现在却长满了蒲公英。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
156,,蝉鸣阵阵。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
157,,在学校看着那些打扮精致的女生，我偶尔也想过，假如再来一次，我会不会选择你,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
158,,但显然不会，因为你就是我的唯一,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
159,,可能第一眼就喜欢上了……,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
160,,那个时候一直都是你跟在我的后面跑,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
161,,却被你抢占了先机,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
162,,我也想向喜欢的人告白啊,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
163,,晚风拂过。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
164,,岚转过身，面对着我，背对夕阳，双目微闭，嘴角轻扬。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
165,,岚，我果然还是最喜欢你了,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
166,,我想你一辈子都在我身边，安慰你，照料你，鼓励你,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
167,,即使你可能并不完美，但我仍然会接纳你，指导你,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
168,,你愿意接受这样的我吗？,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
169,岚,我愿意,/Game/Assets/Audio/ConversationalVoice/050_我愿意.050_我愿意,/Game/Assets/VerticalPainting/Lan/无脸.无脸,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,/Game/Assets/VerticalPainting/Lan/默认png.默认png
170,,没有半点犹豫，几乎是脱口而出，岚应声道。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
171,,话说，这怎么有点像婚礼。,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
172,,我发誓,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
173,,从今以后,,,/Game/Assets/Background/Generated4K/10_memoriesoff1_fix_v2.10_memoriesoff1_fix_v2,,
