,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
30,,或许我的选择是错的，或许我们真的会因为走错一步而跌入深渊，但我确实喜欢着她。,,,,,
31,,没有特殊的理由，就只是单纯发自心底的喜欢而已。,,,,,
32,,我抬手，轻轻地为她擦去泪水。,,,,,
33,,你一哭，我就不知道该怎么办了,,,,,
34,,对不起……,,,,,
35,,岚仍然哭着，而我只是一遍又一遍地为她拭去泪水。,,,,,
36,,我最终成了那个最可恨的人，那个欺负她的人。,,,,,
37,,许久岚才止住泪水。,,,,,
38,,然后她就这样看着我，从她的目光中，我看到了盛夏的满天繁星。,,,,,
39,,还是这样的你最好看,,,,,
40,,是吗……,,,,,
41,,我觉得我也要道歉,,,,,
42,,那是当然，这么久没和我说话,,,,,
43,,我们不是在冷战吗？,,,,,
44,,那是我的错？,,,,,
45,,"或许是的""  ""哈？月你还真是不知悔改",,,,,
46,,岚一拳砸在我的胸口，不重，反而很舒服。,,,,,
47,,她眼中的泪已经消散，笑容取代了那张哭啼啼的脸。,,,,,
48,,像是很有默契那般，我们都笑了起来，把过去的悲伤都抛在脑后。,,,,,
49,,从魔怔到正常，也仅需要一个契机而已：,,,,,
50,,岚。,,,,,
51,,所以你不回去了？,,,,,
52,,多陪陪你嘛，这么久没见面了,,,,,
53,,我们释怀了心情，躺着彼此边上轻松地聊着天。,,,,,
54,,你的成绩怎么样了,,,,,
55,,比原先好，不好不差,,,,,
56,,那不怕学校把你开除了？,,,,,
57,,那就去读职高呗,,,,,
58,,反正你成绩那么好，以后也是你养我啦,,,,,
59,,你这家伙，给我起来工作啊！,,,,,
60,,我故作生气地轻捏着岚的脸蛋，软软的很舒服。,,,,,
61,,其实离开的日子里，岚的成绩也提升了不少，虽然不至于到底顶尖那批，但最起码不会被学业预警了。,,,,,
62,,和我一样，岚的心绪也没比我好多少 。,,,,,
63,,不过，我还是最想和你在一起了,,,,,
64,,岚将头往我这边靠了靠，像只小猫一样在我脸边蹭了蹭。,,,,,
65,,我们一直都是这样，无论是我去山镇找你，还是你来大城市找我，都是为了陪在彼此身旁，只是和你在一起就好了,,,,,
66,月,要是真被开除了怎么办,,,,,
67,,我故意问道。,,,,,
68,月,那就去摆摊做小吃咯，你做我吃,,,,,
69,岚,喂我做饭不好吃啊！,,,,,
70,,岚将头枕在我的怀里，轻声地说：,,,,,
71,岚,不过我真的学了怎么做小吃，嘿嘿,,,,,
72,,啊？你来真的,,,,,
73,,我有些懵。,,,,,
74,,只是想和你在一起，仅仅只是在一起,,,,,
75,,你好不容易来大城市里，别闹,,,,,
76,,以后考上大学了可以去更多好玩的地方，吃更多的烧烤,,,,,
77,,这世上的人很多,,,,,
78,,嗯,,,,,
79,,岚伸出手，指尖在空中轻轻划过。,,,,,
80,,可是却只有你一个月,,,,,
81,,而且小吃也还挺好吃的,,,,,
82,,别闹,,,,,
83,,我有些严肃起来。,,,,,
84,岚,其实我也考虑过去职高，毕竟没办法……,,,,,
85,,岚苦笑着，眼神中透露出无奈。,,,,,
86,岚,这没办法，活在世上很多事都由不得我们,,,,,
87,月,那月你又是怎么想的呢？,,,,,
88,,我沉默了。我不知道怎么给出回答。,,,,,
89,,月光之下，思绪如川，最后化为淡淡的忧伤。,,,,,
90,,好好读书，尽量读完吧,,,,,
91,,我只能挤出这么一句话。,,,,,
92,,所以，‘暂时’结束了吗？,,,,,
93,,嗯，结束了吧,,,,,
94,,那我们能够重新开始吗？,,,,,
95,,"你有点矮   ""？",,,,,
96,,我就喜欢矮的,,,,,
97,,萝莉控，死！,,,,,
98,,房间里传来笑声，接着又是漫长的沉默。,,,,,
99,,不过我们只是吵架而已，你也没答应我的要求,,,,,
100,,不只过这个架有点久了点啦——,,,,,
101,,快一年了都,,,,,
102,,于是我们不再说话，该说的话几年前早就说完了。我们只是静静地互相依偎在彼此身边，感受彼此的气息，看着窗外的月亮落下，繁星消逝，然后朝阳升起。,,,,,
103,,后来我才知道岚那天是接了电话连夜从山镇坐车过来的，根本没有和老爸有过多的交流。,,,,,
104,,我们默契地打破了这层冰冷的屏障，结束了长达一年的冷战。,,,,,
105,,只可惜岚还是没有回来住，我们的联系方式又回到了初中那会儿——每天晚上悄悄用手机打着电话，听着屏幕那边彼此的声音。,,,,,
106,,"""距离产生美""，我开始相信起这句话来。",,,,,
107,,高三下学期，我们都到了冲刺的阶段。或许是心结解开了，亦或是岚的那番话触动了我，我的成绩又开始下滑——但总归能维持在前一百名。,,,,,
108,,我本就对我的未来为什么兴趣，只要能和岚在一起就好。,,,,,
109,,我已经丢掉了自己的迷茫，只为了和她在一起。,,,,,
110,,高考冲刺阶段的气氛就是紧张，压抑，直到高考前几天才缓缓散去。,,,,,
111,,而我对此无所谓，没有任何压力。,,,,,
112,,终于从考场中走了出来，我们躺在家中，开始考虑起我们的志愿来。,,,,,
113,,真的没问题吗？就选这个,,,,,
114,,无所谓的，随便填嘛,,,,,
115,岚,我还是觉得月你应该去更好的学校——来,,,,,
116,,岚一边说着，一边递过来她刚蒸好的玉米。,,,,,
117,,好甜，和她一样。,,,,,
118,,我选的是一所211，因为岚的上限也才刚够到那所城市的一所的双非。,,,,,
119,,她抓起我的手，一双宝石般的眼睛望着我说：,,,,,
120,,月，你应该去更好的学校，不必迁就我的。,,,,,
121,,至于我，大不了天天打电话就是了,,,,,
122,,她俏皮一笑。,,,,,
123,,最终我选择了这所城市的一所985，虽然是末9，不过好在和她在一个城市，而且两个学校也相隔不远——一个小时的地铁而已。,,,,,
124,,到了高中聚会那天，我特地向基友道了歉。结果他挥挥手，表示并不在意。,,,,,
125,,那天阳光明媚，晴空万里。我站在走廊上，俯视着陪伴了我三年的校园。,,,,,
126,,或者快乐，,,,,,
127,,或者悲伤，,,,,,
128,,高中已经远去，只剩下寂寞的铃声。,,,,,
129,,晚上回到家中，老爸一如既往地不在。,,,,,
130,,餐桌上摆满了各种小吃，是岚自己做的。,,,,,
131,,我说，岚你不会真想毕业了去开小吃摊吧。,,,,,
132,岚,祝贺阿月考上酒吧舞大学啦！,,,,,
133,,岚从房间里跳出来，扑到我的身上，言语中尽是藏不住的欢喜。,,,,,
134,岚,月我给你准备了礼物，猜猜是什么,,,,,
135,,岚轻咬住我的耳尖，细声问道。,,,,,
136,岚,邦邦卡邦！,,,,,
137,,岚从身后掏出一个盒子，里面是一块表，很久之前我就想要的那块表。,,,,,
138,,我有些惊讶，说不出话来，毕竟这块表很贵。,,,,,
139,,不喜欢吗？,,,,,
140,,只要是你送的我都喜欢,,,,,
141,,后来这块表一直戴着我的手腕上，二十多年过去了也没有更换过。,,,,,
142,,那个假期我们都腻在一起度过，我们去了很多地方旅游，看过了群山，赏过了大海，听过城市的喧嚣，感受了丛林的寂静。,,,,,
143,,偶尔我也会下楼买菜，看着暑假还在补课的高中生，不由得心生感慨。几个月前，我也和他们一样。,,,,,
144,,望着缓缓坠入地平线之下的夕阳，我才明白我的高中已经结束了。,,,,,
145,,风仍在吹，我和岚的故事仍在继续。,,,,,
