,Name,Dialog,Conversational voice,CurrentSprite,Background,BackgroundSound,Face
61,岚,苦嘛，上次都还是硬着头皮喝完的,/Game/Assets/Audio/ConversationalVoice/069_苦嘛，上次都还是硬着头皮喝完的.069_苦嘛，上次都还是硬着头皮喝完的,,,,
62,,"岚喝了一口奶茶，有些无奈地说着。桌下的小脚肆意晃荡，与地板发出""啪嗒啪嗒""的声音",,,,,
63,,我又想起那个雨后的夜晚，我们两个人坐在小镇上的咖啡厅畅聊。那是岚第一次喝咖啡，苦到一连在吐舌头，不过最终还是皱着眉头喝完了。,,,,,
64,,想到这里，我不由得笑了起来。,,,,,
65,,闲暇之余，我打开手机相册，岚骑着旋转木马的照片映入眼中——岚侧坐在白马上，一手抓着扶杆，一手撑在马背上。妙曼的身形好似一位舞姬，纯白的着装又仿佛一名私服外出的公主。冬日里因气温低而微红的小脸蛋，配上那清纯的笑容，实在是可爱的犯规，很难不让人心动。,,,,,
66,岚,看什么呢，笑的这么开心,/Game/Assets/Audio/ConversationalVoice/070_看什么呢，笑的这么开心.070_看什么呢，笑的这么开心,,,,
67,,看见喜欢的人就会不自觉地笑出来,,,,,
68,,我们贪婪地享受着午后的阳光，在寒冷的冬日里感受彼此的温度。,,,,,
69,,日落时分，我们登上了摩天轮。,,,,,
70,,整个城市都笼罩在黄昏中，宛如镶上了一层金边。,,,,,
71,,我和岚面对面坐着，十指相扣，望着下方的建筑，感受着夕阳带来的美好时光。,,,,,
72,,岚突然俯下身，将头枕在我的腿上，一双如同宝石般的眼睛看着我的脸，然后温声细语道：,,,,,
73,岚,好喜欢你,/Game/Assets/Audio/ConversationalVoice/071_好喜欢你.071_好喜欢你,,,,
74,,我也是,,,,,
75,,我们就这样随着摩天轮缓缓升起，又缓缓下落，静静地伴在彼此身边，感受对方的心跳。,,,,,
76,,晚饭过后，我们在浩大的商场中购物。看着琳琅满目的商品，岚像一个蜜蜂一样四处乱窜，这里看看，那里瞧瞧。,,,,,
77,,那个时候也是这样呢,,,,,
78,,之后我们走在河畔边，依着河边的护栏，吹着有些扎脸的寒风，看着对岸高楼发出的霓虹灯。,,,,,
79,,或许是因为今天是今年的最后一天，路上的人比平常要稍微多一点——有陪家人一起出来逛街的，有手牵着手说着情话的小情侣……,,,,,
80,,我们就这样着彼此的手，坐在路边的长椅上，互相说着自己的心事。,,,,,
81,,我瞟了一眼手表，23:59。,,,,,
82,,短暂的等待后，夜空中盛开了各种各样的烟花，其规模之大，盖住了高楼发出的霓虹灯。,,,,,
83,,新年快乐,,,,,
84,,异口同声地，我们对着彼此祝福。,,,,,
85,,这个送给你,,,,,
86,,我从口袋中掏出一个小盒子，里面是刚刚去商场时我悄悄买的手链。,,,,,
87,,在冬夜的烟火下，我为岚带上这条手链。,,,,,
88,,五颜六色的光芒透过手链上的水晶，更加璀璨夺目。,,,,,
89,,夜空下，我仿佛看见少女的脸颊上多了两道泪痕，那是喜悦的泪。,,,,,
90,,我将岚搂入怀中，感受着彼此的体温。,,,,,
91,,那个时候的烟花，没有这么壮观呢,,,,,
92,,但是有你，你比烟花更璀璨,,,,,
93,,回忆着那个盛夏的烟火，那个时候我们都还是小孩子。如今这场寒冬的烟花，即使我们已经长大，但仍然陪伴着彼此身旁，永不分离。,,,,,
94,,那天晚上，我的手机里多了很多照片，其中一张是我和岚在布满烟花的夜空下的合照。,,,,,
95,,我们都开心的笑着，仿佛没有什么困难可以将我们分隔开来。,,,,,
